country,year,population,population_growth_rate,fertility_rate,median_age,urban_population,population_density,continent,income_group
Canada,1962,8576862,3.16,7.08,19.2,19.7,1.9,North America,High income
Chile,1962,394291243,3.49,7.46,20.0,24.6,83.65,South America,High income
China,1962,5153554603,3.48,6.97,21.3,19.5,750.85,Asia,Upper middle income
Colombia,1962,85608150,3.2,7.7,19.5,24.6,30.65,South America,Upper middle income
Croatia,1962,73964596,3.52,7.35,19.8,18.3,222.21,Europe,High income
Czech Republic,1962,74229426,3.49,7.78,22.1,23.9,9.41,Europe,High income
Denmark,1962,123666780,3.26,7.75,21.3,21.8,111.33,Europe,High income
Egypt,1962,212462251,3.38,7.7,20.8,20.0,21.75,Africa,Lower middle income
Ethiopia,1962,174044778,3.35,6.88,21.6,25.4,62.13,Africa,Lower middle income
Finland,1962,118726916,3.28,7.75,21.6,24.2,655.78,Europe,High income
France,1962,530700434,3.54,7.14,21.9,19.0,60.81,Europe,High income
Germany,1962,181644105,3.52,7.38,19.0,18.6,1452.83,Europe,High income
Ghana,1962,118410909,3.28,7.44,19.8,19.2,15.93,Africa,Lower middle income
Greece,1962,147511681,3.64,7.69,21.3,22.1,16.53,Europe,High income
Hungary,1962,183959230,3.15,7.08,21.8,16.5,31.56,Europe,High income
India,1962,4873357337,3.61,7.36,18.9,24.5,813.56,Asia,Lower middle income
Indonesia,1962,1367252378,3.16,7.75,21.3,24.5,155.55,Asia,Lower middle income
Iran,1962,456380491,3.41,7.27,19.9,20.5,58.97,Asia,Upper middle income
Iraq,1962,240383479,3.64,7.28,21.0,22.5,40.62,Asia,Upper middle income
Ireland,1962,19063607,3.24,7.35,19.0,20.0,3.91,Europe,High income
Israel,1962,246702382,3.67,7.44,21.6,21.3,38.9,Asia,High income
Italy,1962,204008492,3.25,7.2,20.5,16.7,145.61,Europe,High income
Japan,1962,582593261,3.68,7.17,20.5,18.2,95.38,Asia,High income
Jordan,1962,383067289,3.22,7.36,18.6,16.3,174.8,Asia,Upper middle income
Kenya,1962,388406058,3.16,7.18,21.8,21.9,75.75,Africa,Lower middle income
Malaysia,1962,326444155,3.66,7.24,18.9,22.4,286.54,Asia,Upper middle income
Mexico,1962,302375326,3.4,7.71,20.6,23.2,30.46,North America,Upper middle income
Morocco,1962,39523363,3.26,7.23,20.3,20.3,4.35,Africa,Lower middle income
Myanmar,1962,278072768,3.46,7.15,21.9,25.8,33.86,Asia,Lower middle income
Netherlands,1962,177058806,3.48,6.89,19.6,16.8,29.32,Europe,High income
New Zealand,1962,49743024,3.17,7.22,20.4,19.9,41.07,Oceania,High income
Nigeria,1962,3131241150,3.55,6.91,18.9,19.7,332.5,Africa,Lower middle income
Norway,1962,14158880,3.51,7.2,21.0,16.3,2.23,Europe,High income
Pakistan,1962,5606918945,3.47,7.71,21.5,17.4,621.29,Asia,Lower middle income
Peru,1962,104282591,3.42,6.98,18.6,20.4,35.34,South America,Upper middle income
Philippines,1962,563880690,3.45,6.88,19.1,21.8,164.29,Asia,Lower middle income
Poland,1962,126818762,3.49,7.69,21.4,20.5,18.84,Europe,High income
Portugal,1962,210027259,3.28,7.63,20.4,24.2,25.54,Europe,High income
Romania,1962,222699078,3.65,7.27,19.9,22.0,59.99,Europe,Upper middle income
Russia,1962,1290043475,3.52,7.53,20.1,17.9,299.6,Europe,Upper middle income
Saudi Arabia,1962,390612775,3.63,7.19,19.2,16.5,60.48,Asia,High income
Singapore,1962,314626147,3.3,6.91,20.2,19.3,46.46,Asia,High income
South Africa,1962,381122622,3.32,7.06,22.6,20.7,55.37,Africa,Upper middle income
South Korea,1962,360500138,3.39,6.87,20.6,25.8,93.81,Asia,High income
Spain,1962,240578008,3.12,7.23,19.2,16.4,31.81,Europe,High income
Sri Lanka,1962,373157107,3.27,7.74,19.1,25.8,118.83,Asia,Lower middle income
Sweden,1962,36234115,3.46,7.67,22.5,19.1,3.77,Europe,High income
Switzerland,1962,79407693,3.33,7.18,20.8,17.7,14.34,Europe,High income
Taiwan,1962,18522543,3.56,7.67,20.4,19.2,7.14,Asia,High income
Tanzania,1962,131300421,3.13,7.18,19.7,25.9,23.54,Africa,Low income
Thailand,1962,363529629,3.45,6.98,20.4,22.5,74.35,Asia,Upper middle income
Turkey,1962,278415165,3.7,7.72,21.1,21.9,44.86,Asia,Upper middle income
Ukraine,1962,334192524,3.34,6.88,20.5,21.6,146.69,Europe,Lower middle income
United Kingdom,1962,343447739,3.65,7.56,20.7,24.9,262.7,Europe,High income
United States,1962,1860380277,3.17,7.63,19.7,25.0,197.06,North America,High income
Uzbekistan,1962,218742808,3.38,7.82,20.5,24.8,37.15,Asia,Lower middle income
Venezuela,1962,57143949,3.27,7.04,21.6,20.1,11.18,South America,Upper middle income
Vietnam,1962,665748594,3.45,7.71,22.5,20.3,80.45,Asia,Lower middle income
Yemen,1962,30501353,3.44,7.8,19.4,17.3,3.57,Asia,Lower middle income
Zimbabwe,1962,399343383,3.61,7.73,18.8,25.0,89.06,Africa,Lower middle income
Angola,1962,312864759,3.48,7.77,18.7,21.0,45.49,Africa,Lower middle income
Azerbaijan,1962,80912783,3.52,6.97,19.8,19.8,10.06,Asia,Upper middle income
Belarus,1962,2429892,3.23,7.8,18.6,26.2,0.36,Europe,Upper middle income
Belize,1962,331929557,3.28,6.85,21.6,24.5,44.82,North America,Upper middle income
Benin,1962,284824531,3.55,7.61,21.2,23.9,33.67,Africa,Lower middle income
Bhutan,1962,295813207,3.15,7.33,18.9,20.3,72.65,Asia,Lower middle income
Bolivia,1962,310404365,3.31,6.95,21.8,25.7,428.68,South America,Lower middle income
Botswana,1962,30381651,3.41,7.14,18.9,21.2,3.82,Africa,Upper middle income
Brunei,1962,145762373,3.13,6.91,20.2,19.2,62.7,Asia,High income
Burkina Faso,1962,46954031,3.58,7.77,20.2,25.3,14.6,Africa,Low income
Burundi,1962,349474012,3.24,7.48,22.5,22.2,97.65,Africa,Low income
Cambodia,1962,253077363,3.17,7.73,20.6,20.7,43.19,Asia,Lower middle income
Cameroon,1962,134403439,3.14,7.52,19.6,23.3,16.34,Africa,Lower middle income
Cape Verde,1962,26049257,3.43,7.36,19.2,24.0,9.6,Africa,Lower middle income
Central African Republic,1962,126085539,3.27,6.97,21.1,16.7,16.84,Africa,Low income
Chad,1962,131482330,3.1,7.35,18.8,19.0,18.6,Africa,Low income
Comoros,1962,293632556,3.6,6.84,19.6,23.6,92.82,Africa,Lower middle income
Congo,1962,256763042,3.32,7.11,22.0,19.3,32.54,Africa,Lower middle income
Costa Rica,1962,361458119,3.36,7.75,20.1,25.8,404.4,North America,Upper middle income
Cuba,1962,191894268,3.4,7.23,21.1,23.2,4299.83,North America,Upper middle income
Cyprus,1962,48374653,3.53,7.51,22.5,23.8,5.09,Asia,High income
Djibouti,1962,289804995,3.28,6.95,21.7,22.6,600.24,Africa,Lower middle income
Dominican Republic,1962,307534708,3.67,7.34,20.3,20.8,147.17,North America,Upper middle income
Ecuador,1962,226969278,3.32,6.89,21.7,20.4,27.61,South America,Upper middle income
El Salvador,1962,313931576,3.23,7.5,20.5,25.0,145.46,North America,Upper middle income
Equatorial Guinea,1962,200627249,3.46,7.14,19.1,22.7,27.16,Africa,Upper middle income
Eritrea,1962,211229238,3.49,7.24,21.5,18.2,23.73,Africa,Low income
Estonia,1962,172727540,3.32,6.9,19.0,21.4,64.53,Europe,High income
Fiji,1962,10544985,3.11,7.22,19.9,16.4,8.47,Oceania,Upper middle income
Gabon,1962,43821755,3.4,7.24,20.7,22.2,437.22,Africa,Upper middle income
Gambia,1962,12918490,3.68,7.36,21.3,19.3,1.67,Africa,Low income
Georgia,1962,258878499,3.41,7.82,19.1,16.4,33.61,Asia,Upper middle income
Guatemala,1962,128041525,3.17,7.11,18.7,19.1,16.56,North America,Upper middle income
Guinea,1962,206132967,3.31,7.21,18.6,19.2,31.88,Africa,Low income
Guinea-Bissau,1962,370198149,3.61,6.86,22.2,24.0,47.44,Africa,Low income
Guyana,1962,101055599,3.34,7.14,18.9,18.5,40.97,South America,Upper middle income
Haiti,1962,166290796,3.55,7.31,18.8,25.8,17.64,North America,Lower middle income
Honduras,1962,307360471,3.69,7.38,22.5,17.0,84.04,North America,Lower middle income
Iceland,1962,92443168,3.22,6.98,21.1,24.0,15.98,Europe,High income
Jamaica,1962,31200069,3.59,7.48,20.2,22.9,12.0,North America,Upper middle income
Kazakhstan,1962,117226339,3.65,7.13,20.5,25.1,16.56,Asia,Upper middle income
Kuwait,1962,65040330,3.19,6.85,21.1,20.7,48.41,Asia,High income
Kyrgyzstan,1962,379128965,3.42,7.08,20.6,23.0,496.69,Asia,Lower middle income
Laos,1962,326240892,3.58,7.3,20.8,20.5,741.53,Asia,Lower middle income
Latvia,1962,255335062,3.37,7.05,18.8,24.6,26.02,Europe,High income
Lebanon,1962,354523511,3.61,7.08,22.4,18.2,37.26,Asia,Upper middle income
Lesotho,1962,327943184,3.53,7.82,20.9,18.8,75.04,Africa,Lower middle income
Liberia,1962,75833847,3.14,7.46,22.5,18.1,9.57,Africa,Low income
Libya,1962,363721602,3.67,7.8,20.7,26.0,48.03,Africa,Upper middle income
Lithuania,1962,217434054,3.39,7.56,19.6,22.6,32.62,Europe,High income
Luxembourg,1962,325421691,3.44,7.61,20.6,16.3,3561.36,Europe,High income
Madagascar,1962,362177746,3.66,7.07,21.1,18.4,112.57,Africa,Low income
Malawi,1962,129603591,3.54,6.94,20.3,16.5,26.95,Africa,Low income
Maldives,1962,44861195,3.17,7.13,20.2,25.4,4.52,Asia,Upper middle income
Mali,1962,91847220,3.56,7.21,20.2,23.7,10.0,Africa,Low income
Malta,1962,174265848,3.45,7.2,21.8,18.7,30.89,Europe,High income
Mauritania,1962,330646407,3.49,7.08,19.4,25.4,324.5,Africa,Lower middle income
Mauritius,1962,348667160,3.23,6.88,18.7,18.0,40.23,Africa,Upper middle income
Moldova,1962,3007038,3.67,7.42,20.3,22.0,0.58,Europe,Upper middle income
Mongolia,1962,207757800,3.27,7.19,22.2,25.7,23.28,Asia,Lower middle income
Montenegro,1962,168972292,3.57,7.32,20.6,18.2,28.58,Europe,Upper middle income
Mozambique,1962,89693320,3.3,7.7,19.4,16.9,129.8,Africa,Low income
Namibia,1962,49045982,3.4,7.25,21.8,24.6,14.76,Africa,Upper middle income
Nepal,1962,137268245,3.56,7.49,19.2,25.0,25.46,Asia,Lower middle income
Nicaragua,1962,380666269,3.36,6.88,19.1,23.9,340996.17,North America,Lower middle income
Niger,1962,130875915,3.41,6.89,22.5,18.5,43.01,Africa,Low income
North Korea,1962,209601216,3.24,6.84,21.5,25.9,93.42,Asia,Lower middle income
Oman,1962,285485117,3.55,7.69,20.3,19.2,87.74,Asia,High income
Panama,1962,147871402,3.59,7.02,20.1,25.2,18.33,North America,High income
Papua New Guinea,1962,396440164,3.55,7.23,21.0,22.8,504.71,Oceania,Lower middle income
Paraguay,1962,390070837,3.53,7.01,21.7,22.0,40.96,South America,Upper middle income
Qatar,1962,101431682,3.26,7.44,19.8,23.3,13.36,Asia,High income
Rwanda,1962,200302687,3.41,7.35,20.1,25.5,24.21,Africa,Low income
Senegal,1962,122360337,3.53,7.3,22.3,23.1,16.78,Africa,Lower middle income
Serbia,1962,116132670,3.26,7.65,19.4,19.7,34.6,Europe,Upper middle income
Sierra Leone,1962,15242890,3.61,7.54,21.5,21.8,1.61,Africa,Low income
Slovakia,1962,246947433,3.33,7.0,21.7,23.5,64.24,Europe,High income
Slovenia,1962,202254072,3.6,6.85,21.4,25.9,46.21,Europe,High income
Somalia,1962,20958679,3.52,7.66,20.8,25.9,40.49,Africa,Low income
Sudan,1962,113009895,3.53,7.7,19.3,24.2,20.44,Africa,Lower middle income
Suriname,1962,367312147,3.18,7.71,19.2,19.3,126.61,South America,Upper middle income
Syria,1962,97718558,3.5,7.64,19.6,22.4,17.09,Asia,Lower middle income
Tajikistan,1962,59149919,3.64,6.85,21.3,16.7,10.78,Asia,Lower middle income
Togo,1962,197711450,3.28,7.19,21.1,19.5,26.98,Africa,Low income
Trinidad and Tobago,1962,398637443,3.14,7.62,19.7,20.5,58.15,North America,High income
Tunisia,1962,97944277,3.13,7.21,22.4,22.6,14.59,Africa,Lower middle income
Turkmenistan,1962,272827785,3.22,7.26,21.6,17.2,98.17,Asia,Upper middle income
Uganda,1962,307487406,3.36,7.82,18.9,21.4,171.35,Africa,Low income
United Arab Emirates,1962,97078290,3.17,7.24,21.6,23.2,22.96,Asia,High income
Uruguay,1962,294318606,3.34,7.1,19.4,21.0,109.57,South America,High income
Zambia,1962,148613549,3.49,7.81,21.0,17.0,196.38,Africa,Lower middle income
Afghanistan,1963,308630701,3.23,6.85,21.3,23.0,47.59,Asia,Low income
Albania,1963,770913325,3.06,7.73,19.9,23.6,109.09,Europe,Upper middle income
Algeria,1963,598216328,3.24,7.03,21.3,25.5,63.19,Africa,Lower middle income
Argentina,1963,483835501,3.14,7.7,21.8,25.6,238.68,South America,Upper middle income
Australia,1963,127762489,3.47,7.44,20.5,17.0,21.92,Oceania,High income
Austria,1963,126790828,3.32,7.72,20.5,25.2,67.22,Europe,High income
Bangladesh,1963,1109125696,3.64,6.86,18.9,21.1,1196.26,Asia,Lower middle income
Belgium,1963,709990288,3.6,7.19,19.9,21.1,98.14,Europe,High income
Brazil,1963,7429852775,3.4,7.37,21.5,19.2,1040.48,South America,Upper middle income
Bulgaria,1963,572003947,3.17,7.64,21.9,16.9,230.23,Europe,Upper middle income
Canada,1963,17067896,3.21,7.01,19.2,21.4,2.33,North America,High income
Chile,1963,792460487,3.45,6.84,22.7,25.2,98.43,South America,High income
China,1963,10410665412,3.61,7.3,19.7,23.0,1401.34,Asia,Upper middle income
Colombia,1963,174319500,3.36,6.83,20.4,26.0,29.82,South America,Upper middle income
Croatia,1963,148663887,3.21,7.13,22.5,23.5,18.88,Europe,High income
Czech Republic,1963,149670593,3.43,7.01,21.7,21.1,33.82,Europe,High income
Denmark,1963,249096907,3.61,6.82,22.2,19.7,56.11,Europe,High income
Egypt,1963,423359680,3.23,7.26,19.1,21.7,45.66,Africa,Lower middle income
Ethiopia,1963,349206241,3.51,7.17,21.5,19.4,218.83,Africa,Lower middle income
Finland,1963,235866915,3.09,6.95,21.6,25.6,28.97,Europe,High income
France,1963,1065096302,3.12,7.05,20.1,19.3,206.79,Europe,High income
Germany,1963,367968952,3.26,7.11,22.2,24.7,119.52,Europe,High income
Ghana,1963,240623444,3.62,7.09,20.3,21.9,25.57,Africa,Lower middle income
Greece,1963,301395800,3.11,7.15,21.1,21.8,155.4,Europe,High income
Hungary,1963,374949281,3.46,7.6,22.3,24.3,85.36,Europe,High income
India,1963,9812094384,3.15,7.43,19.6,23.7,4272.16,Asia,Lower middle income
Indonesia,1963,2743852107,3.15,6.76,21.8,24.1,532.81,Asia,Lower middle income
Iran,1963,910553300,3.1,6.78,19.6,25.7,376.86,Asia,Upper middle income
Iraq,1963,481463928,3.11,6.98,21.0,22.9,196.17,Asia,Upper middle income
Ireland,1963,37872895,3.28,6.99,19.8,26.4,6.14,Europe,High income
Israel,1963,495991801,3.3,7.19,21.1,23.8,70.64,Asia,High income
Italy,1963,410178436,3.35,7.17,22.4,23.1,77.02,Europe,High income
Japan,1963,1166289602,3.41,6.88,20.2,18.2,168.51,Asia,High income
Jordan,1963,768378270,3.29,7.66,19.7,21.9,183.24,Asia,Upper middle income
Kenya,1963,778641577,3.53,6.83,20.8,22.4,123.9,Africa,Lower middle income
Malaysia,1963,661774365,3.2,6.77,21.8,22.2,79.15,Asia,Upper middle income
Mexico,1963,614325120,3.56,7.25,20.2,24.7,136.11,North America,Upper middle income
Morocco,1963,79414478,3.56,7.64,20.8,17.6,20.47,Africa,Lower middle income
Myanmar,1963,561631063,3.59,6.96,19.2,25.6,144.21,Asia,Lower middle income
Netherlands,1963,359325880,3.63,6.83,21.5,17.5,95.68,Europe,High income
New Zealand,1963,100508981,3.31,7.76,21.1,20.0,45.65,Oceania,High income
Nigeria,1963,6316100257,3.27,6.83,20.4,21.4,873.88,Africa,Lower middle income
Norway,1963,28522842,3.48,6.77,19.8,23.4,5.89,Europe,High income
Pakistan,1963,11197071333,3.53,7.53,21.1,17.5,1460.73,Asia,Lower middle income
Peru,1963,211625719,3.52,7.51,22.1,22.0,150.72,South America,Upper middle income
Philippines,1963,1139388741,3.42,7.5,19.6,18.7,127.96,Asia,Lower middle income
Poland,1963,255775847,3.59,7.52,21.3,23.3,28.77,Europe,High income
Portugal,1963,424843654,3.43,6.92,20.8,24.0,156.76,Europe,High income
Romania,1963,442841081,3.24,7.0,19.8,21.0,48.78,Europe,Upper middle income
Russia,1963,2592703058,3.16,6.84,21.7,20.6,315.47,Europe,Upper middle income
Saudi Arabia,1963,793129007,3.53,7.03,21.7,19.4,84.46,Asia,High income
Singapore,1963,633820223,3.24,7.03,19.7,23.7,289.69,Asia,High income
South Africa,1963,767430298,3.21,7.42,22.2,24.6,100.86,Africa,Upper middle income
South Korea,1963,724325969,3.1,7.46,20.4,21.1,2318.14,Asia,High income
Spain,1963,484889436,3.07,7.64,19.9,22.4,1240.91,Europe,High income
Sri Lanka,1963,754245115,3.24,7.66,22.5,20.1,83.71,Asia,Lower middle income
Sweden,1963,73307504,3.55,7.6,19.9,22.6,108.85,Europe,High income
Switzerland,1963,158625898,3.65,7.09,21.9,24.9,18.49,Europe,High income
Taiwan,1963,37669152,3.19,6.8,20.5,18.1,167.24,Asia,High income
Tanzania,1963,264620267,3.52,7.33,20.2,23.3,114.01,Africa,Low income
Thailand,1963,725337976,3.51,7.38,21.9,17.2,86.65,Asia,Upper middle income
Turkey,1963,562629218,3.39,7.38,22.4,22.7,96.84,Asia,Upper middle income
Ukraine,1963,682998708,3.5,7.2,21.7,20.7,298.31,Europe,Lower middle income
United Kingdom,1963,687917289,3.61,7.69,20.3,22.1,324.93,Europe,High income
United States,1963,3769288444,3.64,7.41,22.1,24.0,635.42,North America,High income
Uzbekistan,1963,438127903,3.32,7.43,21.6,20.5,46.53,Asia,Lower middle income
Venezuela,1963,114361148,3.35,7.45,21.7,23.3,41.53,South America,Upper middle income
Vietnam,1963,1329696233,3.43,7.36,19.6,23.9,292.1,Asia,Lower middle income
Yemen,1963,61371953,3.55,6.93,19.0,24.6,10.07,Asia,Lower middle income
Zimbabwe,1963,807998538,3.55,7.56,22.7,22.2,165.39,Africa,Lower middle income
Angola,1963,628159984,3.14,7.33,20.0,26.0,107.7,Africa,Lower middle income
Azerbaijan,1963,162634109,3.26,6.81,19.0,21.0,192.11,Asia,Upper middle income
Belarus,1963,4918024,3.58,7.64,21.5,18.9,0.57,Europe,Upper middle income
Belize,1963,670499906,3.17,7.5,20.0,24.8,67.24,North America,Upper middle income
Benin,1963,570237735,3.59,7.38,22.8,21.5,67.29,Africa,Lower middle income
Bhutan,1963,588520901,3.25,6.83,22.8,25.0,69.03,Asia,Lower middle income
Bolivia,1963,634920192,3.1,7.15,19.2,18.9,276.72,South America,Lower middle income
Botswana,1963,60688273,3.21,6.86,19.6,18.3,6.24,Africa,Upper middle income
Brunei,1963,294140217,3.63,7.2,20.0,24.8,90.14,Asia,High income
Burkina Faso,1963,94379234,3.19,6.89,19.9,20.4,14.0,Africa,Low income
Burundi,1963,696704032,3.18,7.57,19.5,20.2,80.57,Africa,Low income
Cambodia,1963,504286333,3.1,7.24,20.1,22.4,62.74,Asia,Lower middle income
Cameroon,1963,267799766,3.4,7.27,19.5,23.0,97.84,Africa,Lower middle income
Cape Verde,1963,52173033,3.1,7.22,20.1,25.0,91.41,Africa,Lower middle income
Central African Republic,1963,253297093,3.33,7.49,21.2,23.5,32.6,Africa,Low income
Chad,1963,267481385,3.24,7.3,22.3,26.7,30.07,Africa,Low income
Comoros,1963,593095603,3.17,7.25,21.9,21.7,122.74,Africa,Lower middle income
Congo,1963,523751881,3.27,7.62,20.5,20.1,115.35,Africa,Lower middle income
Costa Rica,1963,727451854,3.13,6.96,22.7,18.6,128.12,North America,Upper middle income
Cuba,1963,385794393,3.34,7.4,19.8,22.3,103.64,North America,Upper middle income
Cyprus,1963,98192453,3.13,7.33,19.6,19.6,44.88,Asia,High income
Djibouti,1963,577361288,3.55,7.05,22.6,26.5,101.06,Africa,Lower middle income
Dominican Republic,1963,615268038,3.27,7.56,20.4,17.7,110.49,North America,Upper middle income
Ecuador,1963,461207796,3.53,6.94,21.6,19.0,211.29,South America,Upper middle income
El Salvador,1963,633767837,3.2,7.02,18.9,25.5,79.96,North America,Upper middle income
Equatorial Guinea,1963,403839710,3.5,6.91,20.7,20.3,430.22,Africa,Upper middle income
Eritrea,1963,426135084,3.6,6.8,20.1,18.9,178.88,Africa,Low income
Estonia,1963,351909357,3.33,7.23,21.9,18.3,72.21,Europe,High income
Fiji,1963,21082956,3.41,7.76,22.0,20.8,2.55,Oceania,Upper middle income
Gabon,1963,87656167,3.07,6.96,20.3,21.9,14.25,Africa,Upper middle income
Gambia,1963,26251699,3.36,7.26,19.1,17.1,4.76,Africa,Low income
Georgia,1963,518161382,3.55,6.92,19.0,21.3,218.12,Asia,Upper middle income
Guatemala,1963,253933509,3.48,6.87,21.3,19.6,146.29,North America,Upper middle income
Guinea,1963,413615995,3.53,7.15,21.9,18.1,53.52,Africa,Low income
Guinea-Bissau,1963,735442181,3.46,7.33,22.6,20.7,1109.96,Africa,Low income
Guyana,1963,201321613,3.55,7.28,22.0,19.1,58.33,South America,Upper middle income
Haiti,1963,331234868,3.63,7.43,22.6,19.5,54.17,North America,Lower middle income
Honduras,1963,618400028,3.24,7.61,22.7,25.6,83.67,North America,Lower middle income
Iceland,1963,185877129,3.22,7.72,18.9,24.0,26.32,Europe,High income
Jamaica,1963,63294733,3.64,7.07,20.3,17.6,14.29,North America,Upper middle income
Kazakhstan,1963,235201486,3.26,7.59,22.6,18.7,63.13,Asia,Upper middle income
Kuwait,1963,133017400,3.09,6.85,19.6,22.8,88.35,Asia,High income
Kyrgyzstan,1963,765768603,3.32,7.26,19.9,21.5,115.68,Asia,Lower middle income
Laos,1963,662471675,3.5,7.34,22.5,25.0,87.5,Asia,Lower middle income
Latvia,1963,511316215,3.05,6.97,21.6,20.9,127.05,Europe,High income
Lebanon,1963,716492021,3.59,7.67,20.2,23.7,263.7,Asia,Upper middle income
Lesotho,1963,650622831,3.16,7.1,20.6,25.1,542.28,Africa,Lower middle income
Liberia,1963,153203929,3.37,7.05,20.9,19.8,25.7,Africa,Low income
Libya,1963,726481738,3.15,6.88,21.1,25.8,211.17,Africa,Upper middle income
Lithuania,1963,442092804,3.45,7.69,22.2,22.5,67.28,Europe,High income
Luxembourg,1963,664090489,3.29,7.09,18.9,25.1,82.91,Europe,High income
Madagascar,1963,723996306,3.4,7.22,19.4,26.6,337.1,Africa,Low income
Malawi,1963,256976747,3.41,7.5,19.0,23.4,48.27,Africa,Low income
Maldives,1963,89268331,3.15,7.33,20.1,26.2,10.9,Asia,Upper middle income
Mali,1963,188120212,3.21,7.73,20.6,20.3,372.93,Africa,Low income
Malta,1963,344892912,3.47,7.22,19.8,22.9,136.36,Europe,High income
Mauritania,1963,667984976,3.27,7.58,22.2,21.6,190.37,Africa,Lower middle income
Mauritius,1963,699473968,3.53,7.09,19.7,17.6,149.86,Africa,Upper middle income
Moldova,1963,6068876,3.55,6.98,20.4,24.9,0.74,Europe,Upper middle income
Mongolia,1963,415429631,3.33,7.06,22.6,18.0,44.49,Asia,Lower middle income
